record_id,entity_id,contributor_id,rating,created_at,attack_type,ground_truth_risk,P,B,C,X,T,data_trust_score,evidence_coverage,uncertainty,confidence,tier,recommended_action,risk_probability_model,model_flag
injected_bc25b1f8e9899ee5abd5,entity_d969a65388999b80a178,,3.0,2026-05-21 10:58:37+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,76.95833333333334,88.48653737935082,82.02299744860149,0.6233333333333333,35.946766274787755,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_ac2ea26183209f298268,entity_b81ddde6775bd5ec6a32,,5.0,2026-01-24 03:26:15+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,83.95833333333333,65.96325142514227,72.18745495359805,0.6233333333333333,33.87777670862658,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_d075e0ae57a61c55f03c,entity_721c68727012088bb136,,5.0,2026-01-17 07:35:14+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,82.70833333333333,88.46353610957983,80.71029640457569,0.6233333333333333,34.80812249497648,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_2955fd0481f550bab6e7,entity_59d91eb89c3db1485374,,4.0,2026-04-02 07:29:56+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,87.70833333333333,67.23876832465966,77.81266226623872,0.6233333333333333,35.88380360511799,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_d8feaa4ff97b2175f178,entity_93d429fed3b37eec2f44,,4.5,2026-05-20 11:57:52+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,86.875,66.2491647486205,73.47191216889681,0.6233333333333333,34.13848666466837,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_ad572c45cbec24e835f8,entity_624cdb5b34fe987f9fdd,,5.0,2026-06-27 11:43:02+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,85.83333333333334,2.610611726794332e-09,46.48361080017626,0.6233333333333333,38.41565907925585,Medium,D_Review_Required,human_review,1.0,True
injected_7719ad939740ad38fddc,entity_4b3fe06f2f8443e39ba2,,5.0,2026-06-07 23:58:34+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,85.00000000000001,78.07982395632462,77.46482361583696,0.6233333333333333,34.327135530905025,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_c6a4eb01a2b4b2c15d83,entity_bfdc77f6ac6c51e1e4bb,,5.0,2026-03-12 08:47:35+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,82.70833333333334,87.54018634795655,80.33996896007437,0.6233333333333333,34.74141628006343,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_c3c7be85331d4ca2fda2,entity_fb0b9a70e04bcddb997e,,4.5,2026-05-27 00:19:42+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,84.16666666666667,67.27317090588716,72.7963798790305,0.6233333333333333,33.915673232578285,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_c91a5aa4e2631f0248d5,entity_1655438eecd6d85d1f74,,5.0,2026-05-30 14:57:20+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,73.33333333333334,77.20874612862644,72.43631646569064,0.6233333333333333,33.59504063950505,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_14c1fadf1688f025c6be,entity_126b7a26965d1f2b9bb8,,4.5,2026-02-26 20:43:55+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,94.16666666666667,56.858871858313734,72.63021715941548,0.6233333333333333,34.92635350566509,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_c77b899111257ed4c06e,entity_325c6e6aa5d357c6849a,,5.0,2026-05-17 13:02:46+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,85.41666666666666,76.02985119683163,76.80975432727024,0.6233333333333333,34.26948243929855,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_51bfe4746ae5902ee150,entity_126b7a26965d1f2b9bb8,,5.0,2026-02-06 12:38:34+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,85.83333333333333,65.10754094721256,72.59626091164763,0.6233333333333333,34.03277289001376,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_9ba396d71e11f3af2c1f,entity_23175f3d8df5a21a9ea9,,4.0,2026-02-21 08:31:57+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,91.79166666666667,45.92263277829548,70.90111057652047,0.6233333333333333,36.87455505207776,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_efc6d0d8720dcdc5d3a9,entity_106c81c6badaa87d6eb6,,3.0,2026-05-14 11:56:30+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,75.5,97.89028672585577,85.20966162500721,0.6233333333333333,36.4939532727983,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_66f1fde8b6880f5fa1c3,entity_b7af3c5c1b06b54df38f,,4.5,2026-04-12 20:16:29+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,82.91666666666666,88.25510595196474,80.7102575713076,0.6233333333333333,34.80400761057674,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_adfcfe809c17355ed0ce,entity_67ec81c7be73f2ce81b8,,5.0,2026-04-25 00:01:19+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,83.95833333333333,77.79463012515278,76.93266031456484,0.6233333333333333,34.23968565315218,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_2665dbe84302323d6c80,entity_6a19e1146e985c6ccca0,,5.0,2026-01-18 14:44:38+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,84.375,76.22379792592902,76.4697596999029,0.6233333333333333,34.19976223990193,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_759df8d71218ad72e18a,entity_325c6e6aa5d357c6849a,,5.0,2026-03-19 05:50:44+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,85.41666666666666,86.3133148046818,80.93413812721015,0.6233333333333333,34.81468426446739,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_73b025f4887ba5287381,entity_6a65a3c7597f7e1904fc,,4.5,2026-04-15 01:54:07+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,78.33333333333334,99.47931824706983,83.37371170036043,0.6233333333333333,35.57853015976376,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_b6a49bbafefb9d1713ff,entity_522b34540f4d673f95b9,,4.0,2026-05-30 18:03:09+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,88.91666666666667,66.49446041434072,77.99876871931936,0.6233333333333333,35.96042014002772,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_e18a2de671e5368b0538,entity_121b1f9154019a2b5362,,4.5,2026-01-23 07:55:13+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,84.58333333333334,88.13275223257975,81.32963442182164,0.6233333333333333,34.887797983036485,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_2cab86282b8f4640ee57,entity_15af04ffcb263ceb7195,,4.0,2026-05-06 09:09:41+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,91.62499999999999,56.63691849258119,75.13143907155482,0.6233333333333333,36.36747692526992,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_66f4a00034c6d06ce14e,entity_fd85c2f9d2cf4d4133bb,,2.5,2026-03-04 04:12:06+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,89.41666666666667,78.23354764122243,82.90749354293501,0.6233333333333333,36.01161441078422,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_12e7a9d899177a61b7b2,entity_d969a65388999b80a178,,3.0,2026-05-13 03:22:22+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,76.95833333333334,89.08529938524453,82.26314263813104,0.6233333333333333,35.976763279548194,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_791b91239a61c863e349,entity_6f0fbfd865ea5150ef73,,3.5,2026-02-24 09:40:59+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,82.0,87.49196675608351,83.64616431092742,0.6233333333333333,35.99977402067299,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_d07f62b0eb35ccc3df73,entity_fa6c14ecb25f810fcb3d,,3.5,2026-03-11 00:09:50+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,86.70833333333334,77.51144983540215,81.53165217696431,0.6233333333333333,35.87072961167533,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_f7588a23ce25416a7c13,entity_302ca990f91e47082ba6,,3.0,2026-06-25 03:59:55+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,77.45833333333333,6.572044020103363e-08,46.73427927468555,0.6233333333333333,39.96332303134777,Medium,D_Review_Required,human_review,1.0,True
injected_68ff339d08578b6444bb,entity_126b7a26965d1f2b9bb8,,3.5,2026-05-18 16:36:29+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,83.16666666666666,21.706394298175557,57.729490865242404,0.6233333333333333,38.09242179337435,Medium,C_Watch,downweight_and_monitor,1.0,True
injected_5c086f8193b236935aff,entity_41388a95b595885c1f0b,,5.0,2026-03-01 21:03:31+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,,65.69008702489418,64.12224773485917,0.3733333333333333,51.40902298859198,Low,C_Watch,downweight_and_monitor,1.0,True
injected_ca861af80f7d44a3e762,entity_3258b74f0857f53a82a4,,5.0,2026-02-07 04:58:32+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,86.66666666666669,78.3185580010941,78.22902176213489,0.6233333333333333,34.46095213857265,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_c0570cf2a4ef71d67597,entity_73876be90f0070e87ef3,,5.0,2026-01-07 14:49:21+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,82.91666666666666,66.11161491938512,71.82917828016603,0.6233333333333333,33.792078286558144,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_8a465cc77d685d8d3145,entity_6a19e1146e985c6ccca0,,4.0,2026-03-27 15:02:22+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,91.20833333333333,65.50951221164331,78.52285366476157,0.6233333333333333,36.113876641207504,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_0a41b2486204e574af3e,entity_755b8e7b888c3a5ec297,,5.0,2026-06-18 14:30:32+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,87.5,77.67634745266123,78.30567528549068,0.6233333333333333,34.49718658446198,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_11fce8fbc665d5a31417,entity_23175f3d8df5a21a9ea9,,5.0,2026-06-02 21:40:49+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,82.29166666666666,65.74742958299863,71.43244619338002,0.6233333333333333,33.73488760067605,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_5214d726c160bc9cb776,entity_e48305570b38ba88620f,,5.0,2026-04-16 11:32:54+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,81.25,86.38926430789631,79.29347616325876,0.6233333333333333,34.58226234010317,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_2c18178a551e409b3054,entity_28aaa67ce7dd790e6314,,3.0,2026-06-16 05:31:19+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,76.66666666666667,88.84756884616813,82.05081755561378,0.6233333333333333,35.96105205849604,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_578afcc4780352cd01a7,entity_205ab08c2a72b61f8566,,4.5,2026-05-27 10:19:30+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,91.04166666666667,45.84459947731574,66.95938599056602,0.6233333333333333,34.95585593649341,Medium,C_Watch,downweight_and_monitor,1.0,True
injected_0928f350a2d405a1cb93,entity_b5e86fcdec886984fd0b,,3.0,2026-03-10 22:13:01+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,74.45833333333334,77.41846651829404,76.58125779844501,0.6233333333333333,35.48411641230779,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_91f656445b30428d3659,entity_7412097a8c89e0dfce5b,,5.0,2026-02-09 12:54:56+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,82.5,56.691907731488676,67.88410855240008,0.6233333333333333,33.74422654082109,Medium,C_Watch,downweight_and_monitor,1.0,True
injected_5f2d971ea5fe58190417,entity_106c81c6badaa87d6eb6,,5.0,2026-04-13 23:27:59+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,84.16666666666666,88.96683507827072,81.49704732784743,0.6233333333333333,34.923594264566596,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_ef8ca367aeb977990f57,entity_6a65a3c7597f7e1904fc,,4.0,2026-03-10 13:52:30+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,86.66666666666667,88.13275223257975,85.77482158759705,0.6233333333333333,36.17001022966659,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_94358ef6db2e368f7723,entity_eb3ca9103f311931baa3,,4.0,2026-03-04 01:30:39+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,92.41666666666669,67.51926192693671,79.81352868426427,0.6233333333333333,36.16431027431298,Medium,B_Standard,normal_use_with_monitoring,1.0,True
injected_3ad264de7b964e3f05cc,entity_fb0b9a70e04bcddb997e,,5.0,2026-06-02 04:17:28+00:00,provenance_missing,1,26.66666666666666,73.63957602853695,,75.83333333333334,65.74742958299863,68.84220555166878,0.6233333333333333,33.251402694418566,Medium,C_Watch,downweight_and_monitor,1.0,True
injected_c50b1c4f605766b2cae1,entity_93d429fed3b37eec2f44,,4.0,2026-06-19 10:02:20+00:00,provenance_missing,1,26.66666666666666,98.63957602853695,,95.20833333333334,56.343680236493675,76.45099592071759,0.6233333333333333,36.63918913202393,Medium,B_Standard,normal_use_with_monitoring,1.0,True
