title,artist,year,avg_rating,ratings_count,genres,source,collection_date,rank,is_synthetic,provenance_status
Album_2000_0020,Artist_2000_0020,2000,3.19,280,"Rock, Folk",synthetic,2026-08-08T00:56:44.307637,20,True,illustrative_synthetic
Album_2000_0021,Artist_2000_0021,2000,2.86,50,Electronic,synthetic,2026-08-08T00:56:44.307637,21,True,illustrative_synthetic
Album_2000_0022,Artist_2000_0022,2000,2.65,69,"Blues, Hip-Hop, R&B",synthetic,2026-08-08T00:56:44.307637,22,True,illustrative_synthetic
Album_2000_0023,Artist_2000_0023,2000,3.3,273,Rock,synthetic,2026-08-08T00:56:44.307637,23,True,illustrative_synthetic
Album_2000_0024,Artist_2000_0024,2000,2.96,84,"Country, Metal",synthetic,2026-08-08T00:56:44.307637,24,True,illustrative_synthetic
Album_2000_0025,Artist_2000_0025,2000,2.6,697,"Blues, R&B",synthetic,2026-08-08T00:56:44.307637,25,True,illustrative_synthetic
Album_2000_0026,Artist_2000_0026,2000,2.97,221,Ambient,synthetic,2026-08-08T00:56:44.307637,26,True,illustrative_synthetic
Album_2000_0027,Artist_2000_0027,2000,3.42,207,"Pop, Country, Electronic",synthetic,2026-08-08T00:56:44.307637,27,True,illustrative_synthetic
Album_2000_0028,Artist_2000_0028,2000,3.46,50,"Classical, Pop, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,28,True,illustrative_synthetic
Album_2000_0029,Artist_2000_0029,2000,2.55,644,"Country, Punk",synthetic,2026-08-08T00:56:44.307637,29,True,illustrative_synthetic
Album_2000_0030,Artist_2000_0030,2000,3.13,241,Punk,synthetic,2026-08-08T00:56:44.307637,30,True,illustrative_synthetic
Album_2000_0031,Artist_2000_0031,2000,2.72,61,"Hip-Hop, R&B, Indie Rock",synthetic,2026-08-08T00:56:44.307637,31,True,illustrative_synthetic
Album_2000_0032,Artist_2000_0032,2000,3.27,50,Classical,synthetic,2026-08-08T00:56:44.307637,32,True,illustrative_synthetic
Album_2000_0033,Artist_2000_0033,2000,2.87,339,"R&B, Metal, Folk",synthetic,2026-08-08T00:56:44.307637,33,True,illustrative_synthetic
Album_2000_0034,Artist_2000_0034,2000,3.04,7275,"Folk, Country",synthetic,2026-08-08T00:56:44.307637,34,True,illustrative_synthetic
Album_2000_0035,Artist_2000_0035,2000,3.46,185,"Country, Reggae, Folk",synthetic,2026-08-08T00:56:44.307637,35,True,illustrative_synthetic
Album_2000_0036,Artist_2000_0036,2000,2.27,84,"R&B, Pop, Country",synthetic,2026-08-08T00:56:44.307637,36,True,illustrative_synthetic
Album_2000_0037,Artist_2000_0037,2000,3.07,376,Reggae,synthetic,2026-08-08T00:56:44.307637,37,True,illustrative_synthetic
Album_2000_0038,Artist_2000_0038,2000,3.06,1734,Electronic,synthetic,2026-08-08T00:56:44.307637,38,True,illustrative_synthetic
Album_2000_0039,Artist_2000_0039,2000,2.93,54,Punk,synthetic,2026-08-08T00:56:44.307637,39,True,illustrative_synthetic
Album_2000_0040,Artist_2000_0040,2000,3.83,50,Electronic,synthetic,2026-08-08T00:56:44.307637,40,True,illustrative_synthetic
Album_2000_0041,Artist_2000_0041,2000,2.93,184,Indie Rock,synthetic,2026-08-08T00:56:44.307637,41,True,illustrative_synthetic
Album_2000_0042,Artist_2000_0042,2000,2.84,129,Blues,synthetic,2026-08-08T00:56:44.307637,42,True,illustrative_synthetic
Album_2000_0043,Artist_2000_0043,2000,3.46,133,Country,synthetic,2026-08-08T00:56:44.307637,43,True,illustrative_synthetic
Album_2000_0044,Artist_2000_0044,2000,3.28,629,"Reggae, Country, Jazz",synthetic,2026-08-08T00:56:44.307637,44,True,illustrative_synthetic
Album_2000_0045,Artist_2000_0045,2000,2.94,228,"Reggae, Hip-Hop, Blues",synthetic,2026-08-08T00:56:44.307637,45,True,illustrative_synthetic
Album_2000_0046,Artist_2000_0046,2000,3.19,241,R&B,synthetic,2026-08-08T00:56:44.307637,46,True,illustrative_synthetic
Album_2000_0047,Artist_2000_0047,2000,3.65,699,"Rock, Experimental",synthetic,2026-08-08T00:56:44.307637,47,True,illustrative_synthetic
Album_2000_0048,Artist_2000_0048,2000,3.3,309,"Pop, Indie Rock",synthetic,2026-08-08T00:56:44.307637,48,True,illustrative_synthetic
Album_2000_0049,Artist_2000_0049,2000,2.58,50,Blues,synthetic,2026-08-08T00:56:44.307637,49,True,illustrative_synthetic
Album_2000_0050,Artist_2000_0050,2000,3.05,50,"Classical, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,50,True,illustrative_synthetic
Album_2000_0051,Artist_2000_0051,2000,3.69,50,"Punk, Country, Metal",synthetic,2026-08-08T00:56:44.307637,51,True,illustrative_synthetic
Album_2000_0052,Artist_2000_0052,2000,3.06,50,Jazz,synthetic,2026-08-08T00:56:44.307637,52,True,illustrative_synthetic
Album_2000_0053,Artist_2000_0053,2000,3.16,593,"Electronic, Pop, R&B",synthetic,2026-08-08T00:56:44.307637,53,True,illustrative_synthetic
Album_2000_0054,Artist_2000_0054,2000,2.64,50,"Country, Indie Rock, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,54,True,illustrative_synthetic
Album_2000_0055,Artist_2000_0055,2000,3.14,50,"Electronic, Blues",synthetic,2026-08-08T00:56:44.307637,55,True,illustrative_synthetic
Album_2000_0056,Artist_2000_0056,2000,2.99,156,"Experimental, Metal",synthetic,2026-08-08T00:56:44.307637,56,True,illustrative_synthetic
Album_2000_0057,Artist_2000_0057,2000,3.06,308,"Indie Rock, Experimental",synthetic,2026-08-08T00:56:44.307637,57,True,illustrative_synthetic
Album_2000_0058,Artist_2000_0058,2000,3.2,67,"Folk, Punk, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,58,True,illustrative_synthetic
Album_2000_0059,Artist_2000_0059,2000,3.88,320,"Alt. Rock, Folk, Rock",synthetic,2026-08-08T00:56:44.307637,59,True,illustrative_synthetic
Album_2000_0060,Artist_2000_0060,2000,3.25,50,Blues,synthetic,2026-08-08T00:56:44.307637,60,True,illustrative_synthetic
Album_2000_0061,Artist_2000_0061,2000,2.86,99,"R&B, Ambient",synthetic,2026-08-08T00:56:44.307637,61,True,illustrative_synthetic
Album_2000_0062,Artist_2000_0062,2000,2.91,79,"Rock, Electronic, Punk",synthetic,2026-08-08T00:56:44.307637,62,True,illustrative_synthetic
Album_2000_0063,Artist_2000_0063,2000,2.54,50,Pop,synthetic,2026-08-08T00:56:44.307637,63,True,illustrative_synthetic
Album_2000_0064,Artist_2000_0064,2000,2.69,426,"Electronic, Country, Blues",synthetic,2026-08-08T00:56:44.307637,64,True,illustrative_synthetic
Album_2000_0065,Artist_2000_0065,2000,3.26,73,Metal,synthetic,2026-08-08T00:56:44.307637,65,True,illustrative_synthetic
Album_2000_0066,Artist_2000_0066,2000,3.03,1366,"Country, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,66,True,illustrative_synthetic
Album_2000_0067,Artist_2000_0067,2000,3.07,80,"Alt. Rock, Indie Rock",synthetic,2026-08-08T00:56:44.307637,67,True,illustrative_synthetic
Album_2000_0068,Artist_2000_0068,2000,3.22,50,"Classical, R&B",synthetic,2026-08-08T00:56:44.307637,68,True,illustrative_synthetic
Album_2000_0069,Artist_2000_0069,2000,3.19,156,"Folk, Punk, Blues",synthetic,2026-08-08T00:56:44.307637,69,True,illustrative_synthetic
Album_2000_0070,Artist_2000_0070,2000,3.25,50,"Jazz, Pop, Reggae",synthetic,2026-08-08T00:56:44.307637,70,True,illustrative_synthetic
Album_2000_0071,Artist_2000_0071,2000,3.28,50,Rock,synthetic,2026-08-08T00:56:44.307637,71,True,illustrative_synthetic
Album_2000_0072,Artist_2000_0072,2000,3.23,50,Blues,synthetic,2026-08-08T00:56:44.307637,72,True,illustrative_synthetic
Album_2000_0073,Artist_2000_0073,2000,3.23,992,"Electronic, Ambient, Blues",synthetic,2026-08-08T00:56:44.307637,73,True,illustrative_synthetic
Album_2000_0074,Artist_2000_0074,2000,2.68,1474,"Alt. Rock, Experimental",synthetic,2026-08-08T00:56:44.307637,74,True,illustrative_synthetic
Album_2000_0075,Artist_2000_0075,2000,3.01,50,"R&B, Metal, Country",synthetic,2026-08-08T00:56:44.307637,75,True,illustrative_synthetic
Album_2000_0076,Artist_2000_0076,2000,2.1,53,"Jazz, Pop, Classical",synthetic,2026-08-08T00:56:44.307637,76,True,illustrative_synthetic
Album_2000_0077,Artist_2000_0077,2000,2.42,65,"Metal, Jazz",synthetic,2026-08-08T00:56:44.307637,77,True,illustrative_synthetic
Album_2000_0078,Artist_2000_0078,2000,3.47,243,"Rock, Jazz",synthetic,2026-08-08T00:56:44.307637,78,True,illustrative_synthetic
Album_2000_0079,Artist_2000_0079,2000,2.99,235,"Reggae, Ambient, R&B",synthetic,2026-08-08T00:56:44.307637,79,True,illustrative_synthetic
Album_2000_0080,Artist_2000_0080,2000,3.3,1158,"Experimental, Jazz",synthetic,2026-08-08T00:56:44.307637,80,True,illustrative_synthetic
Album_2000_0081,Artist_2000_0081,2000,3.01,50,Pop,synthetic,2026-08-08T00:56:44.307637,81,True,illustrative_synthetic
Album_2000_0082,Artist_2000_0082,2000,3.52,195,"Punk, R&B",synthetic,2026-08-08T00:56:44.307637,82,True,illustrative_synthetic
Album_2000_0083,Artist_2000_0083,2000,3.15,220,"Electronic, Experimental",synthetic,2026-08-08T00:56:44.307637,83,True,illustrative_synthetic
Album_2000_0084,Artist_2000_0084,2000,3.42,362,"Country, Reggae, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,84,True,illustrative_synthetic
Album_2000_0085,Artist_2000_0085,2000,3.73,184,"Blues, Country, Punk",synthetic,2026-08-08T00:56:44.307637,85,True,illustrative_synthetic
Album_2000_0086,Artist_2000_0086,2000,2.64,50,"Hip-Hop, Classical",synthetic,2026-08-08T00:56:44.307637,86,True,illustrative_synthetic
Album_2000_0087,Artist_2000_0087,2000,3.59,95,"Folk, Punk",synthetic,2026-08-08T00:56:44.307637,87,True,illustrative_synthetic
Album_2000_0088,Artist_2000_0088,2000,3.15,711,"Folk, Pop",synthetic,2026-08-08T00:56:44.307637,88,True,illustrative_synthetic
Album_2000_0089,Artist_2000_0089,2000,2.89,50,"Electronic, Country, Punk",synthetic,2026-08-08T00:56:44.307637,89,True,illustrative_synthetic
Album_2000_0090,Artist_2000_0090,2000,3.46,267,Punk,synthetic,2026-08-08T00:56:44.307637,90,True,illustrative_synthetic
Album_2000_0091,Artist_2000_0091,2000,3.55,176,"Experimental, Punk, Pop",synthetic,2026-08-08T00:56:44.307637,91,True,illustrative_synthetic
Album_2000_0092,Artist_2000_0092,2000,3.07,50,"Reggae, Hip-Hop, Electronic",synthetic,2026-08-08T00:56:44.307637,92,True,illustrative_synthetic
Album_2000_0093,Artist_2000_0093,2000,3.08,50,Classical,synthetic,2026-08-08T00:56:44.307637,93,True,illustrative_synthetic
Album_2000_0094,Artist_2000_0094,2000,2.8,648,"Hip-Hop, Folk",synthetic,2026-08-08T00:56:44.307637,94,True,illustrative_synthetic
Album_2000_0095,Artist_2000_0095,2000,3.66,129,"Hip-Hop, Rock, Blues",synthetic,2026-08-08T00:56:44.307637,95,True,illustrative_synthetic
Album_2000_0096,Artist_2000_0096,2000,3.04,50,"Classical, Indie Rock",synthetic,2026-08-08T00:56:44.307637,96,True,illustrative_synthetic
Album_2000_0097,Artist_2000_0097,2000,3.17,88,"Rock, Alt. Rock, Metal",synthetic,2026-08-08T00:56:44.307637,97,True,illustrative_synthetic
Album_2000_0098,Artist_2000_0098,2000,2.81,50,"Blues, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,98,True,illustrative_synthetic
Album_2000_0099,Artist_2000_0099,2000,2.56,66,"Alt. Rock, Electronic, Indie Rock",synthetic,2026-08-08T00:56:44.307637,99,True,illustrative_synthetic
Album_2000_0100,Artist_2000_0100,2000,2.86,453,"Electronic, Punk",synthetic,2026-08-08T00:56:44.307637,100,True,illustrative_synthetic
Album_2001_0001,Artist_2001_0001,2001,3.35,50,"Hip-Hop, Blues",synthetic,2026-08-08T00:56:44.307637,101,True,illustrative_synthetic
Album_2001_0002,Artist_2001_0002,2001,3.46,2516,Punk,synthetic,2026-08-08T00:56:44.307637,102,True,illustrative_synthetic
Album_2001_0003,Artist_2001_0003,2001,3.03,50,Indie Rock,synthetic,2026-08-08T00:56:44.307637,103,True,illustrative_synthetic
Album_2001_0004,Artist_2001_0004,2001,2.34,12263,"Pop, Blues, Jazz",synthetic,2026-08-08T00:56:44.307637,104,True,illustrative_synthetic
Album_2001_0005,Artist_2001_0005,2001,3.44,563,Ambient,synthetic,2026-08-08T00:56:44.307637,105,True,illustrative_synthetic
Album_2001_0006,Artist_2001_0006,2001,3.57,407,"Folk, Indie Rock",synthetic,2026-08-08T00:56:44.307637,106,True,illustrative_synthetic
Album_2001_0007,Artist_2001_0007,2001,3.68,654,Blues,synthetic,2026-08-08T00:56:44.307637,107,True,illustrative_synthetic
Album_2001_0008,Artist_2001_0008,2001,2.9,221,Jazz,synthetic,2026-08-08T00:56:44.307637,108,True,illustrative_synthetic
Album_2001_0009,Artist_2001_0009,2001,2.99,50,"Reggae, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,109,True,illustrative_synthetic
Album_2001_0010,Artist_2001_0010,2001,3.29,307,Indie Rock,synthetic,2026-08-08T00:56:44.307637,110,True,illustrative_synthetic
Album_2001_0011,Artist_2001_0011,2001,3.08,112,"Rock, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,111,True,illustrative_synthetic
Album_2001_0012,Artist_2001_0012,2001,2.92,311,"Folk, Classical",synthetic,2026-08-08T00:56:44.307637,112,True,illustrative_synthetic
Album_2001_0013,Artist_2001_0013,2001,3.06,369,"Hip-Hop, Pop",synthetic,2026-08-08T00:56:44.307637,113,True,illustrative_synthetic
Album_2001_0014,Artist_2001_0014,2001,3.0,1764,"Punk, Pop",synthetic,2026-08-08T00:56:44.307637,114,True,illustrative_synthetic
Album_2001_0015,Artist_2001_0015,2001,3.58,50,"Punk, R&B",synthetic,2026-08-08T00:56:44.307637,115,True,illustrative_synthetic
Album_2001_0016,Artist_2001_0016,2001,3.92,50,"Reggae, Pop, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,116,True,illustrative_synthetic
Album_2001_0017,Artist_2001_0017,2001,2.8,198,"Country, Experimental",synthetic,2026-08-08T00:56:44.307637,117,True,illustrative_synthetic
Album_2001_0018,Artist_2001_0018,2001,2.8,91,"Classical, R&B, Metal",synthetic,2026-08-08T00:56:44.307637,118,True,illustrative_synthetic
Album_2001_0019,Artist_2001_0019,2001,3.02,50,Jazz,synthetic,2026-08-08T00:56:44.307637,119,True,illustrative_synthetic
Album_2001_0020,Artist_2001_0020,2001,2.75,50,"Punk, Classical",synthetic,2026-08-08T00:56:44.307637,120,True,illustrative_synthetic
Album_2001_0021,Artist_2001_0021,2001,3.21,50,Ambient,synthetic,2026-08-08T00:56:44.307637,121,True,illustrative_synthetic
Album_2001_0022,Artist_2001_0022,2001,3.56,122,"R&B, Experimental",synthetic,2026-08-08T00:56:44.307637,122,True,illustrative_synthetic
Album_2001_0023,Artist_2001_0023,2001,3.23,734,"Blues, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,123,True,illustrative_synthetic
Album_2001_0024,Artist_2001_0024,2001,3.11,124,Ambient,synthetic,2026-08-08T00:56:44.307637,124,True,illustrative_synthetic
Album_2001_0025,Artist_2001_0025,2001,3.31,243,"Indie Rock, Folk",synthetic,2026-08-08T00:56:44.307637,125,True,illustrative_synthetic
Album_2001_0026,Artist_2001_0026,2001,3.4,373,"Pop, Indie Rock, Electronic",synthetic,2026-08-08T00:56:44.307637,126,True,illustrative_synthetic
Album_2001_0027,Artist_2001_0027,2001,3.01,102,Alt. Rock,synthetic,2026-08-08T00:56:44.307637,127,True,illustrative_synthetic
Album_2001_0028,Artist_2001_0028,2001,3.0,684,"Rock, Alt. Rock, Country",synthetic,2026-08-08T00:56:44.307637,128,True,illustrative_synthetic
Album_2001_0029,Artist_2001_0029,2001,2.85,87,"Metal, R&B",synthetic,2026-08-08T00:56:44.307637,129,True,illustrative_synthetic
Album_2001_0030,Artist_2001_0030,2001,4.1,1004,"Pop, Ambient",synthetic,2026-08-08T00:56:44.307637,130,True,illustrative_synthetic
Album_2001_0031,Artist_2001_0031,2001,2.51,200,"Metal, Classical, Indie Rock",synthetic,2026-08-08T00:56:44.307637,131,True,illustrative_synthetic
Album_2001_0032,Artist_2001_0032,2001,3.27,50,"Hip-Hop, Rock, Blues",synthetic,2026-08-08T00:56:44.307637,132,True,illustrative_synthetic
Album_2001_0033,Artist_2001_0033,2001,2.75,99,"Hip-Hop, Blues, Experimental",synthetic,2026-08-08T00:56:44.307637,133,True,illustrative_synthetic
Album_2001_0034,Artist_2001_0034,2001,2.96,50,"Folk, Punk, Indie Rock",synthetic,2026-08-08T00:56:44.307637,134,True,illustrative_synthetic
Album_2001_0035,Artist_2001_0035,2001,2.99,191,Reggae,synthetic,2026-08-08T00:56:44.307637,135,True,illustrative_synthetic
Album_2001_0036,Artist_2001_0036,2001,3.32,94,Pop,synthetic,2026-08-08T00:56:44.307637,136,True,illustrative_synthetic
Album_2001_0037,Artist_2001_0037,2001,2.92,490,"Indie Rock, Electronic, Folk",synthetic,2026-08-08T00:56:44.307637,137,True,illustrative_synthetic
Album_2001_0038,Artist_2001_0038,2001,2.81,143,"Experimental, Rock",synthetic,2026-08-08T00:56:44.307637,138,True,illustrative_synthetic
Album_2001_0039,Artist_2001_0039,2001,3.07,50,"Punk, Metal, Classical",synthetic,2026-08-08T00:56:44.307637,139,True,illustrative_synthetic
Album_2001_0040,Artist_2001_0040,2001,3.29,287,"Alt. Rock, Punk",synthetic,2026-08-08T00:56:44.307637,140,True,illustrative_synthetic
Album_2001_0041,Artist_2001_0041,2001,3.1,2067,Classical,synthetic,2026-08-08T00:56:44.307637,141,True,illustrative_synthetic
Album_2001_0042,Artist_2001_0042,2001,2.72,83,"Folk, Blues",synthetic,2026-08-08T00:56:44.307637,142,True,illustrative_synthetic
Album_2001_0043,Artist_2001_0043,2001,2.78,153,"Country, Ambient, Experimental",synthetic,2026-08-08T00:56:44.307637,143,True,illustrative_synthetic
Album_2001_0044,Artist_2001_0044,2001,3.5,95,Indie Rock,synthetic,2026-08-08T00:56:44.307637,144,True,illustrative_synthetic
Album_2001_0045,Artist_2001_0045,2001,2.87,138,"Pop, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,145,True,illustrative_synthetic
Album_2001_0046,Artist_2001_0046,2001,3.11,144,Punk,synthetic,2026-08-08T00:56:44.307637,146,True,illustrative_synthetic
Album_2001_0047,Artist_2001_0047,2001,3.21,344,"Classical, Blues, R&B",synthetic,2026-08-08T00:56:44.307637,147,True,illustrative_synthetic
Album_2001_0048,Artist_2001_0048,2001,3.28,530,Country,synthetic,2026-08-08T00:56:44.307637,148,True,illustrative_synthetic
Album_2001_0049,Artist_2001_0049,2001,3.02,1824,Electronic,synthetic,2026-08-08T00:56:44.307637,149,True,illustrative_synthetic
Album_2001_0050,Artist_2001_0050,2001,3.93,121,"R&B, Country",synthetic,2026-08-08T00:56:44.307637,150,True,illustrative_synthetic
Album_2001_0051,Artist_2001_0051,2001,3.78,3153,Pop,synthetic,2026-08-08T00:56:44.307637,151,True,illustrative_synthetic
Album_2001_0052,Artist_2001_0052,2001,3.86,165,"Indie Rock, Metal",synthetic,2026-08-08T00:56:44.307637,152,True,illustrative_synthetic
Album_2001_0053,Artist_2001_0053,2001,2.62,2596,"Blues, Folk, Country",synthetic,2026-08-08T00:56:44.307637,153,True,illustrative_synthetic
Album_2001_0054,Artist_2001_0054,2001,2.43,76,Ambient,synthetic,2026-08-08T00:56:44.307637,154,True,illustrative_synthetic
Album_2001_0055,Artist_2001_0055,2001,3.65,786,"Alt. Rock, Pop",synthetic,2026-08-08T00:56:44.307637,155,True,illustrative_synthetic
Album_2001_0056,Artist_2001_0056,2001,3.44,50,Rock,synthetic,2026-08-08T00:56:44.307637,156,True,illustrative_synthetic
Album_2001_0057,Artist_2001_0057,2001,3.35,50,"Experimental, Country, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,157,True,illustrative_synthetic
Album_2001_0058,Artist_2001_0058,2001,2.81,90,"Rock, Alt. Rock",synthetic,2026-08-08T00:56:44.307637,158,True,illustrative_synthetic
Album_2001_0059,Artist_2001_0059,2001,2.89,50,Blues,synthetic,2026-08-08T00:56:44.307637,159,True,illustrative_synthetic
Album_2001_0060,Artist_2001_0060,2001,3.15,206,Punk,synthetic,2026-08-08T00:56:44.307637,160,True,illustrative_synthetic
Album_2001_0061,Artist_2001_0061,2001,3.32,950,"Classical, Punk, Ambient",synthetic,2026-08-08T00:56:44.307637,161,True,illustrative_synthetic
Album_2001_0062,Artist_2001_0062,2001,2.17,65,"Alt. Rock, Blues, Metal",synthetic,2026-08-08T00:56:44.307637,162,True,illustrative_synthetic
Album_2001_0063,Artist_2001_0063,2001,3.01,109,"Country, Blues",synthetic,2026-08-08T00:56:44.307637,163,True,illustrative_synthetic
Album_2001_0064,Artist_2001_0064,2001,3.37,50,"Punk, Folk",synthetic,2026-08-08T00:56:44.307637,164,True,illustrative_synthetic
Album_2001_0065,Artist_2001_0065,2001,3.96,933,"Hip-Hop, R&B, Rock",synthetic,2026-08-08T00:56:44.307637,165,True,illustrative_synthetic
Album_2001_0066,Artist_2001_0066,2001,2.44,64,"Jazz, Blues",synthetic,2026-08-08T00:56:44.307637,166,True,illustrative_synthetic
Album_2001_0067,Artist_2001_0067,2001,3.07,66,Electronic,synthetic,2026-08-08T00:56:44.307637,167,True,illustrative_synthetic
Album_2001_0068,Artist_2001_0068,2001,3.37,50,Folk,synthetic,2026-08-08T00:56:44.307637,168,True,illustrative_synthetic
Album_2001_0069,Artist_2001_0069,2001,3.21,60,"Rock, Reggae",synthetic,2026-08-08T00:56:44.307637,169,True,illustrative_synthetic
Album_2001_0070,Artist_2001_0070,2001,3.13,325,"Reggae, Pop, Metal",synthetic,2026-08-08T00:56:44.307637,170,True,illustrative_synthetic
Album_2001_0071,Artist_2001_0071,2001,2.49,1209,Classical,synthetic,2026-08-08T00:56:44.307637,171,True,illustrative_synthetic
Album_2001_0072,Artist_2001_0072,2001,2.11,101,"Indie Rock, Experimental",synthetic,2026-08-08T00:56:44.307637,172,True,illustrative_synthetic
Album_2001_0073,Artist_2001_0073,2001,2.61,54,Hip-Hop,synthetic,2026-08-08T00:56:44.307637,173,True,illustrative_synthetic
Album_2001_0074,Artist_2001_0074,2001,4.09,50,Ambient,synthetic,2026-08-08T00:56:44.307637,174,True,illustrative_synthetic
Album_2001_0075,Artist_2001_0075,2001,3.07,50,"Folk, Country, Reggae",synthetic,2026-08-08T00:56:44.307637,175,True,illustrative_synthetic
Album_2001_0076,Artist_2001_0076,2001,2.96,125,Classical,synthetic,2026-08-08T00:56:44.307637,176,True,illustrative_synthetic
Album_2001_0077,Artist_2001_0077,2001,3.74,408,Country,synthetic,2026-08-08T00:56:44.307637,177,True,illustrative_synthetic
Album_2001_0078,Artist_2001_0078,2001,3.26,380,Indie Rock,synthetic,2026-08-08T00:56:44.307637,178,True,illustrative_synthetic
Album_2001_0079,Artist_2001_0079,2001,2.24,50,Indie Rock,synthetic,2026-08-08T00:56:44.307637,179,True,illustrative_synthetic
Album_2001_0080,Artist_2001_0080,2001,2.21,50,"Pop, Rock, R&B",synthetic,2026-08-08T00:56:44.307637,180,True,illustrative_synthetic
Album_2001_0081,Artist_2001_0081,2001,3.04,71,"Ambient, Rock",synthetic,2026-08-08T00:56:44.307637,181,True,illustrative_synthetic
Album_2001_0082,Artist_2001_0082,2001,2.75,77,"Folk, Rock, Pop",synthetic,2026-08-08T00:56:44.307637,182,True,illustrative_synthetic
Album_2001_0083,Artist_2001_0083,2001,3.13,50,"Hip-Hop, Ambient",synthetic,2026-08-08T00:56:44.307637,183,True,illustrative_synthetic
Album_2001_0084,Artist_2001_0084,2001,3.05,121,Metal,synthetic,2026-08-08T00:56:44.307637,184,True,illustrative_synthetic
Album_2001_0085,Artist_2001_0085,2001,3.41,485,"Classical, Ambient",synthetic,2026-08-08T00:56:44.307637,185,True,illustrative_synthetic
Album_2001_0086,Artist_2001_0086,2001,3.59,106,"Punk, Folk, Ambient",synthetic,2026-08-08T00:56:44.307637,186,True,illustrative_synthetic
Album_2001_0087,Artist_2001_0087,2001,3.25,62,"R&B, Indie Rock",synthetic,2026-08-08T00:56:44.307637,187,True,illustrative_synthetic
Album_2001_0088,Artist_2001_0088,2001,3.32,50,"Metal, Indie Rock",synthetic,2026-08-08T00:56:44.307637,188,True,illustrative_synthetic
Album_2001_0089,Artist_2001_0089,2001,3.25,50,"Ambient, Indie Rock, Hip-Hop",synthetic,2026-08-08T00:56:44.307637,189,True,illustrative_synthetic
