album_id,rating,has_review,user_age_days,timestamp,is_verified_user,is_synthetic,collection_date,source,provenance_status
2024/example-album-1,7.3,False,617,2020-04-05 00:45:47.703180,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,3.5,False,59,2020-04-07 19:50:40.282685,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.6,False,279,2020-04-10 14:55:32.862190,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.6,False,462,2020-04-13 10:00:25.441696,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.7,True,357,2020-04-16 05:05:18.021201,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,1257,2020-04-19 00:10:10.600706,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.6,True,349,2020-04-21 19:15:03.180212,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.6,False,3464,2020-04-24 14:19:55.759717,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.1,True,298,2020-04-27 09:24:48.339222,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.0,False,560,2020-04-30 04:29:40.918727,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.0,False,58,2020-05-02 23:34:33.498233,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.4,True,659,2020-05-05 18:39:26.077738,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.7,True,373,2020-05-08 13:44:18.657243,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.7,False,2897,2020-05-11 08:49:11.236749,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.2,False,544,2020-05-14 03:54:03.816254,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.7,False,58,2020-05-16 22:58:56.395759,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.9,True,78,2020-05-19 18:03:48.975265,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.6,False,66,2020-05-22 13:08:41.554770,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.8,False,302,2020-05-25 08:13:34.134275,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.2,False,267,2020-05-28 03:18:26.713780,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,2635,2020-05-30 22:23:19.293286,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.0,False,147,2020-06-02 17:28:11.872791,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,3.3,False,819,2020-06-05 12:33:04.452296,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.2,True,386,2020-06-08 07:37:57.031802,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.4,False,854,2020-06-11 02:42:49.611307,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.2,True,270,2020-06-13 21:47:42.190812,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.6,False,47,2020-06-16 16:52:34.770318,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.0,False,174,2020-06-19 11:57:27.349823,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.1,False,326,2020-06-22 07:02:19.929328,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.4,True,1691,2020-06-25 02:07:12.508833,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.9,False,940,2020-06-27 21:12:05.088339,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.9,False,182,2020-06-30 16:16:57.667844,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.8,False,458,2020-07-03 11:21:50.247349,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.8,False,285,2020-07-06 06:26:42.826855,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.6,True,17,2020-07-09 01:31:35.406360,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.1,False,120,2020-07-11 20:36:27.985865,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,974,2020-07-14 15:41:20.565371,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.6,False,696,2020-07-17 10:46:13.144876,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.6,True,372,2020-07-20 05:51:05.724381,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.4,False,832,2020-07-23 00:55:58.303886,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.1,False,1352,2020-07-25 20:00:50.883392,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.2,False,1299,2020-07-28 15:05:43.462897,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.8,False,107,2020-07-31 10:10:36.042402,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.2,False,1929,2020-08-03 05:15:28.621908,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,4.1,True,136,2020-08-06 00:20:21.201413,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.8,False,1024,2020-08-08 19:25:13.780918,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,83,2020-08-11 14:30:06.360424,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.8,False,177,2020-08-14 09:34:58.939929,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,4.0,True,1049,2020-08-17 04:39:51.519434,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,252,2020-08-19 23:44:44.098939,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.4,False,242,2020-08-22 18:49:36.678445,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.1,False,2049,2020-08-25 13:54:29.257950,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.5,False,131,2020-08-28 08:59:21.837455,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.1,False,716,2020-08-31 04:04:14.416961,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.2,True,1387,2020-09-02 23:09:06.996466,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.3,False,700,2020-09-05 18:13:59.575971,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.2,False,398,2020-09-08 13:18:52.155477,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.6,False,17,2020-09-11 08:23:44.734982,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.5,False,886,2020-09-14 03:28:37.314487,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.9,False,875,2020-09-16 22:33:29.893992,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.1,True,660,2020-09-19 17:38:22.473498,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.6,False,636,2020-09-22 12:43:15.053003,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,4.3,False,927,2020-09-25 07:48:07.632508,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.3,False,121,2020-09-28 02:53:00.212014,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.3,False,356,2020-09-30 21:57:52.791519,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.1,True,1681,2020-10-03 17:02:45.371024,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.9,False,55,2020-10-06 12:07:37.950530,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.6,True,2357,2020-10-09 07:12:30.530035,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.6,True,1125,2020-10-12 02:17:23.109540,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.1,False,330,2020-10-14 21:22:15.689045,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.3,False,514,2020-10-17 16:27:08.268551,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.6,False,950,2020-10-20 11:32:00.848056,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,63,2020-10-23 06:36:53.427561,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,4.1,False,577,2020-10-26 01:41:46.007067,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.1,False,751,2020-10-28 20:46:38.586572,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,4.2,False,1282,2020-10-31 15:51:31.166077,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.0,False,1407,2020-11-03 10:56:23.745583,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.4,False,2248,2020-11-06 06:01:16.325088,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,3.4,False,586,2020-11-09 01:06:08.904593,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.9,True,1510,2020-11-11 20:11:01.484098,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.5,False,230,2020-11-14 15:15:54.063604,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,3.4,False,615,2020-11-17 10:20:46.643109,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.7,False,800,2020-11-20 05:25:39.222614,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.8,False,451,2020-11-23 00:30:31.802120,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.9,True,697,2020-11-25 19:35:24.381625,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.8,False,1844,2020-11-28 14:40:16.961130,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.3,False,835,2020-12-01 09:45:09.540636,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.6,False,532,2020-12-04 04:50:02.120141,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,1739,2020-12-06 23:54:54.699646,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.2,False,1889,2020-12-09 18:59:47.279151,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.5,False,656,2020-12-12 14:04:39.858657,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.6,False,517,2020-12-15 09:09:32.438162,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.0,False,1320,2020-12-18 04:14:25.017667,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,3.9,True,2130,2020-12-20 23:19:17.597173,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.0,False,437,2020-12-23 18:24:10.176678,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,472,2020-12-26 13:29:02.756183,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.4,False,1392,2020-12-29 08:33:55.335689,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.9,True,546,2021-01-01 03:38:47.915194,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.5,False,566,2021-01-03 22:43:40.494699,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.1,True,844,2021-01-06 17:48:33.074204,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.9,False,113,2021-01-09 12:53:25.653710,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.7,False,687,2021-01-12 07:58:18.233215,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.5,False,75,2021-01-15 03:03:10.812720,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.5,False,66,2021-01-17 22:08:03.392226,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.7,False,1166,2021-01-20 17:12:55.971731,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.4,False,652,2021-01-23 12:17:48.551236,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.9,False,15,2021-01-26 07:22:41.130742,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.0,False,635,2021-01-29 02:27:33.710247,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.8,True,752,2021-01-31 21:32:26.289752,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.0,False,166,2021-02-03 16:37:18.869257,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.0,True,165,2021-02-06 11:42:11.448763,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.3,False,69,2021-02-09 06:47:04.028268,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.7,True,443,2021-02-12 01:51:56.607773,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.8,True,797,2021-02-14 20:56:49.187279,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.3,False,2701,2021-02-17 16:01:41.766784,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.7,True,207,2021-02-20 11:06:34.346289,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,795,2021-02-23 06:11:26.925795,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.0,False,412,2021-02-26 01:16:19.505300,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.5,True,742,2021-02-28 20:21:12.084805,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,4.3,True,1080,2021-03-03 15:26:04.664310,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.7,False,383,2021-03-06 10:30:57.243816,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.4,True,71,2021-03-09 05:35:49.823321,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.7,True,1206,2021-03-12 00:40:42.402826,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,3.8,True,587,2021-03-14 19:45:34.982332,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.1,False,1843,2021-03-17 14:50:27.561837,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.2,False,165,2021-03-20 09:55:20.141342,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.7,True,112,2021-03-23 05:00:12.720848,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.0,False,145,2021-03-26 00:05:05.300353,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.6,False,3256,2021-03-28 19:09:57.879858,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.3,True,1464,2021-03-31 14:14:50.459363,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.6,False,243,2021-04-03 09:19:43.038869,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.4,False,293,2021-04-06 04:24:35.618374,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.8,False,788,2021-04-08 23:29:28.197879,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.7,False,449,2021-04-11 18:34:20.777385,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,4.8,False,265,2021-04-14 13:39:13.356890,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,4.2,True,313,2021-04-17 08:44:05.936395,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.7,False,1657,2021-04-20 03:48:58.515901,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.1,False,892,2021-04-22 22:53:51.095406,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.5,False,1667,2021-04-25 17:58:43.674911,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,3.9,True,2120,2021-04-28 13:03:36.254416,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.0,False,854,2021-05-01 08:08:28.833922,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.2,True,790,2021-05-04 03:13:21.413427,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.9,False,127,2021-05-06 22:18:13.992932,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.8,False,577,2021-05-09 17:23:06.572438,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,False,289,2021-05-12 12:27:59.151943,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.0,True,1984,2021-05-15 07:32:51.731448,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.0,False,261,2021-05-18 02:37:44.310954,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,10.0,True,324,2021-05-20 21:42:36.890459,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.6,True,2038,2021-05-23 16:47:29.469964,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.2,False,3116,2021-05-26 11:52:22.049469,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.9,False,797,2021-05-29 06:57:14.628975,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.6,False,662,2021-06-01 02:02:07.208480,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.8,False,270,2021-06-03 21:06:59.787985,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.7,True,1172,2021-06-06 16:11:52.367491,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.1,True,553,2021-06-09 11:16:44.946996,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.4,False,609,2021-06-12 06:21:37.526501,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.4,False,535,2021-06-15 01:26:30.106007,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.1,False,514,2021-06-17 20:31:22.685512,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.2,True,265,2021-06-20 15:36:15.265017,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.3,False,3360,2021-06-23 10:41:07.844522,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,9.4,False,1065,2021-06-26 05:46:00.424028,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.6,True,3255,2021-06-29 00:50:53.003533,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.8,True,3609,2021-07-01 19:55:45.583038,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.4,False,372,2021-07-04 15:00:38.162544,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,6.1,False,531,2021-07-07 10:05:30.742049,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,8.3,False,1223,2021-07-10 05:10:23.321554,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,7.0,False,327,2021-07-13 00:15:15.901060,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.5,False,2047,2021-07-15 19:20:08.480565,True,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
2024/example-album-1,5.5,True,513,2021-07-18 14:25:01.060070,False,True,2026-08-08T00:56:44.307745,synthetic,illustrative_synthetic
